Id,Active_cust,estimated_income,months_on_network,complaints_count,plan_changes_count,relocated_new_place,monthly_bill_avg,CSAT_Survay_Score,high_talktime_flag,internet_time
24612,Yes,56589,39,0,1,No,96.91,2,No,235
24613,Yes,60746,108,0,3,Yes,103.67,1,No,165
24614,Yes,75195,100,0,3,No,48.74,2,Yes,2
24615,Yes,70840,32,0,2,No,121.52,2,Yes,112
24616,Yes,100108,25,1,3,No,43.65,1,No,224
24617,Yes,45409,46,1,3,No,92.79,4,No,162
24618,Yes,76060,47,0,1,No,125.79,2,No,27
24619,Yes,77695,61,1,4,No,60.36,5,Yes,158
24620,Yes,70585,15,1,0,No,70.66,3,Yes,199
24621,Yes,59057,28,2,0,No,130.44,5,No,66
24622,No,51328,98,1,3,No,89.2,2,Yes,159
24623,Yes,64184,30,0,2,No,90.81,5,Yes,120
24624,No,29241,90,0,3,Yes,184.26,3,Yes,68
24625,Yes,46521,61,1,4,No,38.11,5,No,25
24626,Yes,45503,91,1,4,No,103.12,2,No,35
24627,Yes,75074,61,1,1,Yes,157.58,2,No,203
24628,Yes,77507,89,0,4,No,185.04,4,No,104
24629,No,43554,25,1,3,No,109.98,1,Yes,212
24630,Yes,38847,115,2,4,No,172.78,2,No,10
24631,Yes,35736,17,1,4,No,76.9,4,No,183
24632,No,84555,44,1,4,No,131.0,4,No,226
24633,Yes,83301,108,0,2,No,123.56,4,Yes,28
24634,Yes,77989,4,1,0,No,116.92,2,Yes,73
24635,Yes,95065,4,0,2,No,42.91,1,No,92
24636,Yes,100557,93,1,2,No,133.41,3,No,188
24637,Yes,45132,6,1,0,No,41.85,4,Yes,212
24638,Yes,57111,8,0,3,Yes,125.23,4,No,115
24639,No,80605,74,0,2,No,191.89,1,No,106
24640,No,20000,116,1,3,No,44.81,5,Yes,130
24641,Yes,59985,92,1,3,No,158.12,5,No,218
24642,Yes,84253,62,0,4,No,141.06,5,Yes,101
24643,Yes,58027,56,3,2,No,65.15,3,No,113
24644,Yes,79634,58,0,0,No,156.75,2,Yes,45
24645,Yes,24992,35,0,4,No,198.57,2,Yes,174
24646,No,70680,98,1,3,No,180.68,1,No,218
24647,No,55782,97,1,0,No,68.96,1,No,236
24648,Yes,60494,102,1,4,No,63.47,4,No,104
24649,Yes,46042,107,1,4,No,190.61,2,Yes,55
24650,Yes,96984,62,1,0,Yes,42.19,5,No,220
24651,Yes,66378,89,2,1,No,134.54,4,No,132
24652,Yes,67914,12,0,4,Yes,147.17,3,Yes,70
24653,Yes,106231,18,1,4,No,192.69,2,Yes,122
24654,Yes,46502,9,3,4,No,56.85,1,No,190
24655,Yes,67798,74,0,4,No,88.36,4,No,173
24656,Yes,51375,29,1,4,No,83.02,5,Yes,80
24657,No,50407,35,0,4,Yes,176.1,1,Yes,181
24658,Yes,71156,3,0,3,No,47.41,4,Yes,32
24659,Yes,59362,100,2,4,Yes,116.76,4,No,49
24660,Yes,104564,29,1,3,No,161.56,5,No,97
24661,Yes,100645,60,0,1,No,72.94,1,Yes,109
24662,No,61750,31,1,0,No,41.18,4,No,26
24663,Yes,34179,73,0,4,No,32.19,5,Yes,230
24664,No,59176,106,2,2,No,43.74,4,No,110
24665,Yes,85950,93,0,1,No,81.75,2,No,141
24666,Yes,47269,44,0,4,No,66.3,3,Yes,3
24667,Yes,97092,30,0,1,Yes,65.68,3,Yes,188
24668,Yes,76623,55,0,1,No,120.72,1,No,186
24669,Yes,41582,106,0,3,No,174.26,4,Yes,117
24670,No,51797,104,1,1,No,125.77,5,Yes,85
24671,Yes,54623,41,2,2,No,90.12,1,Yes,229
24672,Yes,48879,86,1,0,No,88.58,3,No,35
24673,Yes,42090,119,0,0,No,37.08,5,No,35
24674,Yes,53498,74,1,2,Yes,64.82,4,No,61
24675,Yes,57386,12,1,2,No,142.21,5,Yes,51
24676,Yes,90981,102,0,2,No,166.52,4,No,123
24677,Yes,73773,52,1,1,No,56.38,2,No,207
24678,Yes,74963,111,0,4,Yes,40.35,5,No,39
24679,No,71991,53,2,3,No,75.34,2,No,215
24680,No,49077,42,1,1,No,107.99,2,No,86
24681,Yes,87942,23,1,1,No,77.09,3,No,163
24682,No,56312,107,0,4,Yes,188.79,4,No,213
24683,No,58283,22,3,2,No,43.73,2,Yes,180
24684,Yes,72582,96,1,3,No,77.61,5,No,33
24685,Yes,114994,89,1,0,No,47.29,1,No,135
24686,Yes,53692,18,0,3,No,184.63,2,No,8
24687,Yes,32410,38,0,0,No,60.22,2,Yes,178
24688,No,70786,20,1,1,No,163.71,1,No,62
24689,No,78677,46,0,2,No,104.92,2,No,95
24690,No,56312,9,0,2,No,101.69,3,No,107
24691,Yes,53125,111,0,2,No,114.04,4,No,102
24692,Yes,39573,58,2,2,No,86.98,3,Yes,199
24693,Yes,71740,92,1,3,No,122.83,2,No,16
24694,Yes,103886,117,1,2,Yes,135.55,2,No,135
24695,Yes,99249,40,1,1,No,91.0,4,No,231
24696,Yes,71016,62,1,0,No,152.1,3,No,173
24697,Yes,56676,34,0,0,No,92.79,5,No,218
24698,Yes,72639,15,1,4,No,190.18,1,No,160
24699,No,58502,98,1,2,No,97.29,2,No,155
24700,Yes,52187,33,0,0,No,39.2,2,No,207
24701,No,68257,33,0,2,Yes,75.19,3,No,136
24702,No,90558,100,1,1,No,43.86,5,No,73
24703,No,61213,43,0,4,No,181.11,5,No,90
24704,No,60978,120,1,1,No,108.85,5,No,93
24705,Yes,59704,84,2,4,No,169.19,5,No,19
24706,Yes,80852,77,0,0,Yes,133.26,1,Yes,141
24707,No,82043,5,0,3,No,83.37,4,Yes,127
24708,No,43472,20,3,4,No,147.57,2,No,2
24709,Yes,61468,81,1,0,No,182.13,4,No,4
24710,No,87125,118,0,4,No,182.78,3,No,100
24711,Yes,58307,70,2,1,No,32.34,2,Yes,133
24712,Yes,92849,102,1,4,No,90.22,1,Yes,226
24713,Yes,78729,55,1,1,No,36.5,4,Yes,239
24714,Yes,100127,101,1,0,No,150.43,5,Yes,102
24715,Yes,58775,24,2,1,No,53.23,1,No,194
24716,Yes,79035,82,1,0,No,105.89,3,No,226
24717,Yes,79657,115,0,3,Yes,59.1,4,No,80
24718,No,86549,94,1,3,No,50.42,1,No,108
24719,Yes,72067,51,0,1,No,199.82,3,Yes,26
24720,Yes,87268,50,1,2,No,103.69,2,Yes,72
24721,Yes,52384,57,0,3,No,61.43,4,Yes,123
24722,Yes,63883,61,0,1,No,184.02,2,Yes,123
24723,Yes,35238,118,2,0,No,47.81,4,No,158
24724,Yes,59605,87,0,4,No,174.59,2,No,213
24725,No,47979,95,1,1,No,198.24,2,No,48
24726,Yes,71621,94,1,2,No,36.5,4,No,15
24727,Yes,84721,47,1,0,No,51.0,3,No,236
24728,No,76292,28,0,2,No,119.92,1,No,100
24729,No,80604,51,0,4,No,103.57,1,Yes,204
24730,Yes,66910,97,0,2,No,197.2,4,No,112
24731,Yes,62184,116,2,0,No,98.25,4,No,212
24732,Yes,41540,67,0,1,No,137.14,5,No,60
24733,Yes,26508,43,0,1,No,186.67,2,Yes,89
24734,Yes,34841,42,2,2,No,70.35,5,No,167
24735,No,51737,113,1,3,No,119.29,4,No,30
24736,Yes,83247,40,3,0,No,194.35,2,No,177
24737,Yes,40424,27,3,3,No,97.63,3,Yes,42
24738,Yes,48566,20,1,4,No,70.04,2,No,219
24739,No,55591,1,1,0,No,92.72,5,Yes,60
24740,Yes,90764,110,2,1,Yes,145.1,4,Yes,212
24741,Yes,64234,53,1,0,No,170.14,3,No,117
24742,Yes,67699,85,0,4,No,82.68,1,Yes,235
24743,Yes,73213,15,0,0,No,106.74,2,Yes,113
24744,No,92898,37,1,0,No,63.82,3,No,13
24745,Yes,66674,43,0,3,No,172.22,1,Yes,124
24746,Yes,29694,5,1,4,No,104.42,3,No,211
24747,Yes,67538,80,0,3,Yes,62.86,3,Yes,214
24748,No,93809,16,2,3,No,178.9,5,Yes,35
24749,Yes,77820,51,0,0,No,178.72,4,No,42
24750,No,69300,90,0,1,No,158.1,2,No,93
24751,Yes,72074,5,0,1,No,112.48,5,No,1
24752,Yes,28256,3,1,3,Yes,97.25,3,No,29
24753,Yes,25468,67,0,0,No,153.84,1,No,40
24754,Yes,82882,86,0,3,Yes,115.82,4,Yes,176
24755,No,90713,85,1,4,No,106.11,1,Yes,233
24756,No,52410,52,1,0,No,147.91,1,No,36
24757,Yes,68865,50,0,1,No,180.9,5,Yes,151
24758,Yes,77415,87,1,4,No,66.42,5,Yes,46
24759,Yes,98201,68,0,1,No,176.55,1,Yes,38
24760,No,63401,35,0,4,No,186.64,2,No,234
24761,Yes,79755,2,0,2,No,60.87,1,No,226
24762,Yes,104863,55,3,3,No,142.26,5,No,133
24763,Yes,59391,100,1,1,No,97.4,3,No,8
24764,Yes,66295,108,1,2,No,165.13,5,No,76
24765,No,42888,11,1,2,No,69.42,5,No,219
24766,No,43894,22,1,3,No,149.96,4,No,51
24767,Yes,82508,58,1,4,No,79.22,4,No,65
24768,Yes,88877,119,0,1,No,109.21,4,Yes,37
24769,Yes,88272,60,1,0,Yes,65.71,1,No,227
24770,No,44337,15,0,1,No,47.18,3,No,230
24771,Yes,60886,49,1,2,No,36.02,2,Yes,216
24772,Yes,74569,35,0,2,No,138.47,3,Yes,81
24773,Yes,20000,71,0,3,No,125.56,4,No,74
24774,Yes,74139,65,0,0,No,163.53,5,Yes,17
24775,Yes,102609,120,2,4,No,152.94,1,Yes,72
24776,Yes,87733,62,0,1,No,176.89,4,Yes,173
24777,No,20000,92,0,3,Yes,131.56,1,No,215
24778,Yes,72946,87,0,2,No,119.1,5,No,201
24779,Yes,69319,57,1,1,No,82.36,2,No,161
24780,Yes,70433,120,0,1,No,99.81,4,No,196
24781,Yes,67142,51,0,2,No,110.79,2,No,96
24782,Yes,58470,119,1,4,No,188.96,5,No,81
24783,Yes,20000,33,0,4,No,109.3,5,No,216
24784,Yes,71218,42,0,3,No,185.2,1,No,231
24785,Yes,77547,99,0,1,Yes,89.15,4,No,186
24786,Yes,53892,6,1,4,Yes,138.46,5,No,189
24787,Yes,90171,77,2,2,No,172.33,2,No,120
24788,No,32196,22,0,4,No,88.05,5,Yes,82
24789,Yes,30493,106,2,0,No,51.6,3,No,137
24790,Yes,66699,117,1,1,No,189.33,1,No,230
24791,Yes,51365,59,4,2,No,43.38,5,No,94
24792,Yes,84440,69,0,3,No,109.44,1,No,191
24793,No,56448,64,1,0,No,72.9,4,No,47
24794,Yes,92160,100,0,4,Yes,107.9,5,Yes,104
24795,No,50559,107,0,1,No,195.02,4,Yes,139
24796,Yes,67874,17,0,4,No,161.94,5,Yes,110
24797,No,25310,99,0,1,No,70.69,1,Yes,231
24798,No,63934,63,2,2,No,130.06,2,Yes,90
24799,Yes,66453,106,1,1,Yes,48.92,3,Yes,116
24800,No,89191,90,1,0,No,171.81,3,Yes,59
24801,Yes,34778,27,1,4,No,73.12,1,No,31
24802,No,59340,78,1,0,No,49.43,2,Yes,53
24803,No,94056,6,0,1,No,127.16,3,Yes,177
24804,No,96707,0,0,0,No,131.97,5,No,190
24805,Yes,48312,33,0,1,Yes,115.45,4,No,160
24806,No,51286,51,0,2,No,134.79,2,Yes,80
24807,Yes,31006,67,1,4,No,56.72,1,Yes,150
24808,Yes,22539,31,0,0,No,157.28,4,No,154
24809,Yes,57222,42,1,1,No,130.46,2,No,159
24810,No,52094,109,0,4,No,49.12,1,No,221
24811,Yes,106230,19,1,3,No,55.65,5,Yes,132
24812,Yes,71954,8,2,4,No,197.45,4,No,213
24813,Yes,60827,69,0,3,No,42.55,4,Yes,98
24814,Yes,78119,57,1,2,No,104.41,1,No,17
24815,No,85569,115,1,3,Yes,129.1,4,Yes,89
24816,No,89273,114,0,0,No,39.09,1,Yes,117
24817,Yes,70191,40,0,0,No,107.51,3,No,89
24818,Yes,64527,20,0,4,Yes,94.75,5,Yes,63
24819,Yes,68163,103,1,2,No,50.12,2,Yes,32
24820,Yes,63830,79,1,4,No,113.08,1,No,219
24821,Yes,54415,64,0,4,No,71.04,1,No,122
24822,Yes,85863,43,0,4,No,97.37,4,No,106
24823,Yes,61142,35,2,3,No,100.59,4,No,182
24824,Yes,44713,103,0,3,No,76.05,1,No,181
24825,Yes,65411,111,0,4,Yes,154.56,2,Yes,52
24826,Yes,79333,17,1,2,No,133.82,4,Yes,76
24827,Yes,35881,43,1,2,No,38.24,4,No,22
24828,Yes,59622,103,0,1,No,32.89,2,Yes,16
24829,No,48957,8,1,1,No,122.97,2,No,66
24830,Yes,108653,110,1,2,No,114.58,5,Yes,93
24831,Yes,66835,84,0,4,No,107.26,4,No,90
24832,Yes,96043,8,0,2,No,149.85,5,No,113
24833,No,69882,118,2,3,No,189.84,4,Yes,198
24834,No,71668,75,1,4,No,195.44,4,Yes,130
24835,No,63771,100,0,4,No,123.49,1,No,57
24836,Yes,60539,87,1,4,No,61.93,1,Yes,31
24837,Yes,63522,68,0,1,No,175.53,2,Yes,2
24838,No,51852,57,1,0,No,128.25,4,Yes,94
24839,Yes,64778,76,1,4,No,98.35,5,No,115
24840,No,32526,34,1,4,No,177.69,3,Yes,111
24841,Yes,68468,35,0,4,No,163.53,3,No,82
24842,Yes,40903,118,0,4,Yes,58.1,2,No,183
24843,No,66888,89,0,1,No,134.43,2,No,131
24844,Yes,71419,61,2,0,No,192.81,5,No,145
24845,Yes,93341,48,1,3,No,112.42,4,Yes,161
24846,Yes,71335,49,1,2,No,189.25,4,Yes,65
24847,No,59672,94,0,1,No,111.08,5,No,183
24848,Yes,52422,107,1,4,Yes,135.0,4,Yes,222
24849,Yes,79326,52,0,4,Yes,193.75,3,Yes,7
24850,Yes,63017,20,0,4,No,49.55,1,No,126
24851,No,49951,22,0,2,No,64.26,2,Yes,120
24852,No,68067,10,1,1,No,140.23,1,No,49
24853,Yes,27861,119,1,1,No,90.42,4,No,19
24854,Yes,66599,39,0,4,No,175.73,5,No,81
24855,Yes,49391,6,1,4,No,70.3,3,No,135
24856,Yes,58473,118,2,1,No,135.26,4,Yes,235
24857,No,104883,99,0,3,No,174.9,3,No,146
24858,Yes,55294,51,2,2,Yes,146.59,1,No,165
24859,Yes,80796,47,1,3,No,192.4,5,No,144
24860,Yes,85984,50,2,0,No,123.51,4,Yes,192
24861,Yes,82075,82,0,0,No,67.76,5,No,116
24862,Yes,72423,20,0,3,No,44.6,2,No,46
24863,Yes,42847,93,0,1,No,187.39,4,No,183
24864,No,51989,119,0,2,No,102.65,5,No,38
24865,Yes,41684,6,0,4,No,49.82,4,No,87
24866,Yes,57960,73,1,3,Yes,136.32,1,Yes,86
24867,Yes,58193,20,1,1,No,33.26,5,No,71
24868,No,46724,62,1,2,No,149.73,5,Yes,175
24869,Yes,75947,22,1,1,No,135.38,3,No,174
24870,No,55131,48,2,1,No,111.49,4,No,78
24871,No,57744,90,2,1,No,126.56,2,Yes,71
24872,No,33622,14,2,2,No,53.05,4,Yes,110
24873,Yes,66385,38,0,0,No,192.72,4,No,196
24874,Yes,63115,56,0,0,No,38.93,4,No,171
24875,Yes,53010,44,0,3,No,37.45,1,No,191
24876,Yes,72622,92,0,1,No,96.86,2,Yes,97
24877,No,67377,55,1,0,Yes,149.82,1,Yes,197
24878,Yes,76751,28,1,4,No,45.07,5,No,82
24879,Yes,77653,15,1,0,No,143.36,5,Yes,216
24880,Yes,79301,93,0,3,No,73.2,1,No,83
24881,No,98373,6,0,1,Yes,132.28,2,Yes,116
24882,Yes,67571,59,0,0,No,68.88,3,No,85
24883,Yes,46078,91,1,3,No,63.69,2,No,231
24884,Yes,56400,20,0,3,No,144.39,4,Yes,70
24885,No,56935,29,0,4,No,157.4,1,No,113
24886,Yes,46603,1,0,2,No,90.24,5,No,57
24887,Yes,20000,13,2,4,Yes,154.55,5,Yes,236
24888,Yes,69624,35,1,0,No,106.94,2,Yes,83
24889,No,65673,113,0,0,No,97.35,2,Yes,35
24890,Yes,103278,67,1,4,No,181.37,1,No,206
24891,No,102008,98,0,3,No,55.25,3,No,160
24892,Yes,78596,36,1,1,No,55.15,4,No,102
24893,Yes,76253,51,0,4,No,174.05,5,Yes,62
24894,Yes,48407,106,1,4,No,87.46,3,No,182
24895,Yes,68772,65,1,2,No,167.65,3,No,214
24896,Yes,62669,83,0,0,No,126.15,4,No,122
24897,Yes,67915,5,1,3,No,166.76,4,No,122
24898,Yes,49621,95,1,1,No,119.87,4,No,44
24899,Yes,73382,38,0,4,Yes,110.52,2,No,111
24900,Yes,37613,17,1,0,No,125.41,5,Yes,100
24901,No,125709,30,3,2,No,32.42,5,No,215
24902,No,93941,61,1,3,No,67.04,4,No,199
24903,Yes,91544,4,2,0,No,185.21,4,Yes,203
24904,Yes,39492,51,0,4,No,77.86,5,No,44
24905,No,32585,76,0,2,No,101.33,5,No,22
24906,No,70495,61,0,2,No,72.58,3,No,100
24907,No,58910,64,2,2,No,173.69,3,No,175
24908,Yes,101954,5,1,2,No,199.03,3,No,25
24909,Yes,77555,52,3,0,No,50.94,4,No,117
24910,Yes,64175,38,1,1,No,143.38,2,No,91
24911,Yes,94597,97,0,2,Yes,194.64,5,Yes,191
24912,Yes,68642,79,0,1,No,116.83,4,No,105
24913,Yes,69579,89,0,1,No,182.14,3,Yes,5
24914,Yes,85842,12,0,3,No,67.17,2,No,22
24915,Yes,51450,67,4,0,No,180.65,4,No,134
24916,Yes,85373,35,1,0,No,105.2,4,No,64
24917,Yes,76320,9,1,2,No,165.41,3,Yes,7
24918,No,46585,9,1,1,No,174.59,4,No,34
24919,No,104161,45,1,4,No,96.78,5,No,9
24920,Yes,55850,26,1,4,No,122.97,5,No,225
24921,No,32310,51,1,1,No,50.88,3,Yes,65
24922,Yes,49448,14,1,2,No,193.02,3,No,98
24923,Yes,44285,34,0,2,No,106.27,3,No,35
24924,No,68913,89,1,0,No,197.1,3,Yes,4
24925,Yes,97450,97,1,3,No,150.18,1,Yes,74
24926,Yes,69973,90,1,2,No,134.9,1,No,228
24927,Yes,96717,67,0,1,Yes,88.38,3,Yes,198
24928,Yes,86332,110,1,0,No,133.14,1,Yes,155
24929,Yes,20000,11,0,0,No,179.65,4,Yes,202
24930,Yes,82989,105,2,1,No,72.8,5,Yes,117
24931,Yes,53380,40,0,4,No,118.92,4,Yes,44
24932,No,75254,120,0,2,No,75.8,2,No,22
24933,Yes,63842,22,1,3,No,164.86,5,No,36
24934,Yes,120722,41,0,1,No,74.01,1,Yes,9
24935,Yes,73721,93,0,0,No,67.7,4,No,120
24936,No,76676,55,4,3,No,104.71,4,Yes,39
24937,No,86565,118,0,1,No,60.47,3,No,198
24938,No,35217,96,0,2,No,162.99,4,No,34
24939,Yes,86669,79,1,3,No,77.96,5,Yes,208
24940,Yes,60687,105,0,2,No,52.47,2,No,203
24941,Yes,51170,27,0,3,No,144.91,2,Yes,225
24942,Yes,81400,67,1,3,No,154.02,1,Yes,48
24943,Yes,35233,86,1,1,Yes,188.79,1,No,51
24944,No,83778,118,1,3,No,68.75,2,No,97
24945,Yes,61850,69,2,3,Yes,59.75,3,No,142
24946,No,62997,16,3,1,No,178.47,5,No,29
24947,Yes,20115,53,0,1,No,38.41,1,Yes,61
24948,No,83008,96,0,2,No,71.2,2,Yes,50
24949,Yes,69952,70,0,2,No,103.35,3,Yes,203
24950,No,55656,100,1,4,No,114.33,4,Yes,119
24951,Yes,46451,92,1,2,No,132.76,2,Yes,90
24952,No,80631,66,1,2,No,197.15,1,Yes,64
24953,Yes,71963,18,0,2,No,85.13,2,No,213
24954,Yes,65103,119,0,3,No,172.16,1,No,141
24955,Yes,45234,46,1,4,No,168.8,4,Yes,66
24956,Yes,71055,29,0,4,No,147.98,2,Yes,217
24957,Yes,69864,104,0,3,No,123.85,2,No,193
24958,No,91317,37,0,4,No,47.92,1,Yes,210
24959,Yes,41051,50,0,2,No,176.63,4,Yes,202
24960,No,50683,31,1,2,No,142.81,2,No,83
24961,Yes,103872,68,0,1,No,80.81,4,Yes,134
24962,Yes,68830,81,2,1,No,197.97,1,Yes,39
24963,Yes,70054,111,0,4,No,177.89,5,No,178
24964,No,84319,49,1,1,No,31.33,2,No,170
24965,Yes,101247,20,1,3,No,42.24,1,No,53
24966,Yes,41762,17,1,3,Yes,46.11,1,No,40
24967,Yes,108636,50,0,3,No,123.27,4,Yes,164
24968,Yes,64127,64,1,3,No,110.13,1,No,102
24969,Yes,70276,12,0,0,No,112.64,3,No,16
24970,Yes,66201,103,2,3,No,161.9,4,Yes,226
24971,Yes,94956,75,0,1,No,129.76,3,No,88
24972,Yes,84169,104,0,0,No,120.83,5,No,84
24973,No,62100,89,0,0,No,87.08,3,No,96
24974,Yes,42461,35,0,1,No,162.67,2,No,157
24975,No,60142,61,0,2,No,112.2,5,No,48
24976,Yes,38251,83,2,2,No,98.75,5,No,35
24977,Yes,82822,78,1,2,No,32.28,3,No,28
24978,Yes,51431,111,0,2,No,159.56,2,Yes,23
24979,Yes,62950,57,0,3,Yes,131.22,4,No,43
24980,Yes,88463,57,1,0,No,198.81,5,No,115
24981,Yes,81141,0,0,3,No,40.93,2,No,99
24982,Yes,72663,109,2,4,No,180.32,4,No,109
24983,Yes,49087,76,1,2,No,81.67,3,Yes,89
24984,Yes,74703,88,1,4,No,30.95,1,Yes,225
24985,Yes,49093,10,2,1,No,94.87,3,No,150
24986,No,74887,48,0,3,Yes,183.96,2,No,6
24987,No,38858,26,0,1,No,191.83,5,No,168
24988,Yes,89143,113,1,1,No,67.02,3,No,82
24989,No,68990,80,2,4,No,193.12,1,Yes,204
24990,No,64744,85,0,3,No,183.17,3,No,236
24991,Yes,72823,55,0,1,No,81.76,4,Yes,218
24992,Yes,62690,28,1,1,No,100.78,5,No,151
24993,No,66360,117,0,2,Yes,80.28,4,No,0
24994,Yes,90825,110,2,4,Yes,43.81,4,No,79
24995,Yes,86142,101,2,0,No,158.14,2,No,90
24996,Yes,79259,75,0,4,No,36.47,1,No,150
24997,No,70039,38,2,1,No,100.83,5,Yes,113
24998,No,58670,60,0,0,No,49.52,3,No,17
24999,Yes,86457,43,4,1,Yes,141.09,3,No,96
25000,No,46789,107,0,1,No,36.48,4,Yes,22
25001,Yes,100679,104,1,2,No,85.48,2,No,103
25002,Yes,79231,116,0,0,No,150.96,1,No,80
25003,Yes,88636,73,1,1,No,157.75,5,No,138
25004,No,74356,108,2,3,No,173.79,3,Yes,233
25005,Yes,62553,31,2,4,No,43.67,3,Yes,112
25006,Yes,83967,11,0,3,No,72.79,1,No,125
25007,Yes,36852,65,1,0,Yes,192.69,3,No,165
25008,Yes,53227,47,1,0,No,30.08,3,Yes,160
25009,Yes,61178,65,2,4,No,58.13,2,No,188
25010,Yes,37381,114,0,0,No,62.79,1,No,113
25011,No,77740,18,0,4,No,144.26,3,No,9
25012,Yes,90317,103,0,0,No,95.73,1,Yes,220
25013,Yes,30823,53,1,0,No,128.08,3,No,70
25014,Yes,56690,114,2,4,No,50.61,1,No,232
25015,Yes,61608,35,1,3,No,181.05,1,No,10
25016,Yes,71458,109,0,4,No,128.01,5,Yes,65
25017,No,82099,69,0,3,No,51.3,1,No,227
25018,Yes,59422,14,2,2,No,90.85,1,No,70
25019,No,83817,5,2,2,No,93.92,5,Yes,41
25020,No,66767,117,0,4,Yes,106.45,1,Yes,229
25021,Yes,52943,42,2,4,No,143.67,2,No,99
25022,Yes,69612,1,1,4,No,49.07,3,Yes,240
25023,Yes,39734,101,0,4,No,169.3,2,No,164
25024,Yes,59908,56,0,2,No,62.26,4,No,85
25025,Yes,61490,39,2,3,No,64.42,1,No,196
25026,Yes,52903,76,0,1,No,83.52,3,No,13
25027,Yes,115652,85,0,2,No,180.61,5,Yes,170
25028,No,91031,12,1,2,No,199.33,3,Yes,237
25029,Yes,68996,101,0,4,No,154.14,3,Yes,148
25030,Yes,73553,59,0,3,No,133.66,1,Yes,225
25031,Yes,75338,77,1,1,No,88.78,3,No,81
25032,Yes,77491,55,1,4,No,53.95,5,No,132
25033,Yes,96241,41,0,3,No,139.36,5,Yes,102
25034,No,83549,53,2,0,No,87.77,5,No,166
25035,No,25286,13,0,4,Yes,145.14,4,No,167
25036,Yes,81671,80,0,2,No,125.52,3,No,9
25037,Yes,48265,45,1,1,No,48.89,5,No,184
25038,Yes,53915,83,1,0,No,150.97,3,Yes,194
25039,Yes,84626,2,0,2,No,59.16,2,Yes,196
25040,No,27736,105,0,2,No,126.15,2,No,107
25041,No,99251,56,2,2,No,154.61,2,No,154
25042,Yes,81346,26,0,4,No,154.45,3,Yes,36
25043,Yes,71674,68,1,4,Yes,132.53,5,No,18
25044,Yes,81677,52,1,1,No,145.06,1,No,70
25045,Yes,87969,26,1,1,No,83.79,4,No,107
25046,Yes,69457,36,0,2,No,155.13,5,No,199
25047,Yes,80480,119,0,0,No,64.43,1,Yes,89
25048,Yes,45402,88,1,4,No,125.96,4,No,33
25049,Yes,81238,5,1,1,No,142.42,3,No,11
25050,Yes,77153,65,1,3,No,67.73,5,Yes,229
25051,Yes,93784,100,1,0,No,131.4,2,No,92
25052,Yes,68482,39,2,0,No,86.82,4,Yes,100
25053,Yes,71128,78,0,2,No,119.35,2,Yes,34
25054,Yes,46533,73,1,4,No,55.94,2,No,49
25055,No,64989,85,2,1,No,195.31,1,No,149
25056,Yes,77227,73,1,3,No,104.46,4,No,180
25057,No,79121,50,0,0,No,196.01,1,Yes,68
25058,Yes,99262,35,0,1,No,92.52,5,Yes,53
25059,Yes,74229,29,1,4,No,125.07,4,Yes,211
25060,Yes,63144,85,0,2,No,67.31,1,No,96
25061,Yes,76133,1,0,0,Yes,168.33,5,No,223
25062,Yes,53851,97,0,4,No,177.68,3,No,167
25063,No,91501,27,0,1,No,115.3,4,No,163
25064,Yes,51129,67,0,0,No,191.87,4,Yes,72
25065,Yes,56896,59,0,0,No,182.64,4,No,101
25066,Yes,43490,50,0,2,Yes,87.43,3,Yes,228
25067,Yes,66657,112,1,0,Yes,190.25,2,Yes,152
25068,No,77903,20,0,4,Yes,77.19,5,No,61
25069,No,98065,108,0,3,No,150.9,1,No,88
25070,Yes,63852,80,1,4,No,143.93,1,Yes,165
25071,Yes,60511,40,0,1,No,38.67,3,No,186
25072,Yes,20000,83,2,0,No,127.2,1,Yes,40
25073,No,69462,59,0,3,No,110.01,3,No,64
25074,Yes,65551,53,2,3,No,142.26,2,No,180
25075,No,65315,43,0,1,No,82.43,2,No,147
25076,Yes,95116,95,0,4,No,55.63,2,No,212
25077,No,75922,103,0,4,No,195.53,2,No,211
25078,Yes,56678,42,0,2,No,162.49,1,No,118
25079,Yes,46884,72,1,1,No,164.84,5,No,106
25080,Yes,41853,48,0,0,No,141.91,4,No,220
25081,No,56088,2,0,2,No,110.93,1,No,6
25082,No,72480,96,0,4,No,57.56,2,No,138
25083,No,22806,109,0,1,Yes,60.38,1,Yes,177
25084,No,62299,115,3,1,No,137.92,5,No,212
25085,Yes,81036,43,0,0,No,167.07,1,No,0
25086,No,44293,38,0,2,No,154.19,1,Yes,125
25087,No,61436,117,2,0,No,117.71,2,Yes,160
25088,Yes,45168,63,3,1,No,170.78,2,Yes,32
25089,Yes,20000,115,0,2,No,159.86,2,Yes,207
25090,Yes,48992,99,0,1,Yes,158.72,4,No,123
25091,Yes,43729,77,0,1,No,132.26,2,Yes,56
25092,No,80502,70,0,4,No,151.74,2,Yes,168
25093,Yes,74610,43,0,2,No,75.95,1,Yes,113
25094,Yes,44163,41,1,1,No,73.32,4,No,121
25095,Yes,90852,27,0,1,No,73.55,1,No,215
25096,Yes,79504,78,2,2,No,100.66,5,Yes,124
25097,Yes,59871,55,0,4,No,124.22,1,No,154
25098,No,71601,49,1,2,No,111.68,2,No,171
25099,Yes,46092,93,0,2,No,97.57,4,No,15
25100,No,20000,26,0,0,No,113.28,5,Yes,146
